Code;Edificio;Aula;Indirizzo;Coordinate;Capienza;N. PC;aulaInformatica;accessoDisabili;audio;banchiElettrificati;didatticaADistanza;documentCamera;lavagna;microfoni_fissi;microfoni_wireless;monitorTouch;pannelloControllo;postazionePcDocente;pred_hdmi_ospite;pred_vga_ospite;proiettore;puntoRistoro;rete;rete_wifi;sensore_ambientale;telecamera_amb_automatica;telecamera_amb_manuale;webConference;webcam
197;Complesso Aldo Moro;Aula S7 Palazzetto Aldo Moro;Via Sant'Ottavio, 18, Torino;45.0674128, 7.6941972;76;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1
198;Complesso Aldo Moro;Aula S8 Palazzetto Aldo Moro;Via Sant'Ottavio, 18, Torino;45.0674128, 7.6941972;58;n.d.;0;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1
199;Complesso Aldo Moro;Sala Lauree (Non prenotabile);Via Sant'Ottavio, 18, Torino;45.0674128, 7.6941972;100;n.d.;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
200;Corso M.D'Azeglio 50;Aula A.Mosso (ingresso V.Michelangelo 27);Corso Massimo D'Azeglio, 50, Torino;45.0501421, 7.6810065;99;0;0;1;1;0;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0
201;Corso M.D'Azeglio 50;Auletta B;Corso Massimo D'Azeglio, 50, Torino;45.0501421, 7.6810065;50;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
202;Corso M.D'Azeglio 50;Auletta C;Corso Massimo D'Azeglio, 50, Torino;45.0501421, 7.6810065;30;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
203;Corso M.D'Azeglio 52;Aula A Magna di Anatomia;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;99;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
204;Corso M.D'Azeglio 52;Aula A2 Ingresso da Via Michelangelo 32;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;37;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
205;Corso M.D'Azeglio 52;Aula A4 Ingresso da Via Michelangelo 32;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;62;n.d.;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1
206;Corso M.D'Azeglio 52;Aula B di Anatomia;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;50;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
207;Corso M.D'Azeglio 52;Aula C Neuro;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;50;n.d.;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
208;Corso M.D'Azeglio 52;Aula Magna Ex Medicina Legale - Cesare Lombroso - INAGIBILE;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;Corso M.D'Azeglio 52;Sala Settoria;Corso Massimo D'Azeglio, 52, Torino;45.0494947, 7.6804523;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
210;Corso Raffaello 30;Auletta Morpurgo;Corso Raffaello, 30, Torino;45.0505629, 7.6807729;25;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
211;Corso Raffaello 30;Laboratorio Biochimico;Corso Raffaello, 30, Torino;45.0505629, 7.6807729;20;n.d.;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
212;Dipartimento di Chimica;Aula AG3 Ingresso da via Michelangelo 32;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;35;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
213;Dipartimento di Chimica;Aula Avogadro;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;80;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
214;Dipartimento di Chimica;Aula Cannizzaro;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;80;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1
215;Dipartimento di Chimica;Aula D1;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;30;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1
216;Dipartimento di Chimica;Aula Diagonale;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;60;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
217;Dipartimento di Chimica;Aula Disegno;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;60;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
218;Dipartimento di Chimica;Aula Magna di Chimica;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;200;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1
219;Dipartimento di Chimica;Auletta I;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;20;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
220;Dipartimento di Chimica;Auletta II;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;20;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
221;Dipartimento di Chimica;Laboratorio di Analisi Strumentale;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222;Dipartimento di Chimica;Laboratorio di Analitica;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;Dipartimento di Chimica;Laboratorio di Preparazioni Inorganiche;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
224;Dipartimento di Chimica;Laboratorio di Sintesi Organica;Via Pietro Giuria, 7, Torino;45.051487, 7.6809388;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
225;Dipartimento di Fisica;Aula A;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;133;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
226;Dipartimento di Fisica;Aula Avogadro;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;37;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
227;Dipartimento di Fisica;Aula C;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;96;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
228;Dipartimento di Fisica;Aula D;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;48;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
229;Dipartimento di Fisica;Aula F Informatica;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;37;37;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1
230;Dipartimento di Fisica;Aula G Informatica;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;36;35;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;1;1;1
231;Dipartimento di Fisica;Aula Magna Regge;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;167;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
232;Dipartimento di Fisica;Aula Verde;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;22;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
233;Dipartimento di Fisica;Aula Wick;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;38;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
234;Dipartimento di Fisica;Sala Franzinetti;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;43;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
235;Dipartimento di Fisica;Sala Fubini;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
236;Dipartimento di Fisica;Sala Wataghin;Via Pietro Giuria, 1, Torino;45.0520181, 7.681774250802235;22;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1
237;Dipartimento di Informatica;Aula A;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;218;1;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;1;1
238;Dipartimento di Informatica;Aula A Turing Informatica;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;120;53;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1
239;Dipartimento di Informatica;Aula B;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;218;1;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
240;Dipartimento di Informatica;Aula C;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;177;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1
241;Dipartimento di Informatica;Aula D;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;177;1;0;0;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;1
242;Dipartimento di Informatica;Aula E;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;56;1;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1
243;Dipartimento di Informatica;Aula E W. Dijkstra Informatica;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;72;34;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0
244;Dipartimento di Informatica;Aula F;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;108;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1
245;Dipartimento di Informatica;Aula J. L. Von Neumann Informatica;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;60;30;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0
246;Dipartimento di Informatica;Aula J. Postel Informatica;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;18;12;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
247;Dipartimento di Informatica;Laboratorio di sperimentazioni avanzate C. Babbage Informatica;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;20;13;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
248;Dipartimento di Informatica;Sala conferenze Dipartimento di Informatica;Via Pessinetto, 12, Torino;45.0899689, 7.6591649;80;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0
249;Dipartimento di Oncologia V.Michelangelo 27;"Aula A ""Lenti"" Biochimica";Via Michelangelo, 27, Torino;45.0499694, 7.6808209;99;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
250;Dipartimento di Oncologia V.Michelangelo 27;Aula B Biomichimica;Via Michelangelo, 27, Torino;45.0499694, 7.6808209;99;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
251;Dipartimento di Scienze della Terra;Aula 3;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;25;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
252;Dipartimento di Scienze della Terra;Aula 4;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;25;0;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1
253;Dipartimento di Scienze della Terra;Aula Palazzina;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;50;0;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1
254;Dipartimento di Scienze della Terra;Aula Pognante;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;50;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
255;Dipartimento di Scienze della Terra;Aula Ruffini;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;76;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
256;Dipartimento di Scienze della Terra;Aula Seminterrato;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;40;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
257;Dipartimento di Scienze della Terra;Aula Sturani;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;14;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;1;1
258;Dipartimento di Scienze della Terra;Aula Vallauri;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;96;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
259;Dipartimento di Scienze della Terra;Auletta Microscopi;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;15;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
260;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula 1;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;40;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1
261;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula 2;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;34;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1
262;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula 4 Informatica;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;24;24;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;1
263;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula 5;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;18;2;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0;1;1;0;1;1;1;1
264;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula A;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;18;1;0;0;1;0;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1
265;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula B;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;36;1;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1
266;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula C;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;60;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1
267;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula De Filippi;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;136;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
268;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula Magna;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;169;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
269;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula Mobile Mac;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
270;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula notebook Acer Dbios;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;40;40;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
271;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Aula Studenti Informatica;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
272;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Laboratorio Biochimico;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;40;2;0;0;1;0;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1
273;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Laboratorio Culture Cellulari;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
274;Dipartimento di Scienze della Vita e Biologia dei Sistemi;Laboratorio Morfologico;Via Valperga Caluso, 35, Torino;45.0525434, 7.6817193;40;40;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;1
275;Dipartimento di Scienze della Vita e Biologia dei Sistemi - Sede Viale Mattioli;Aula Magna - ex DBV;Viale Pier Andrea Mattioli, 25, Torino;45.05528, 7.6860564;100;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1
276;Dipartimento di Scienze della Vita e Biologia dei Sistemi - Sede Viale Mattioli;Auletta I;Viale Pier Andrea Mattioli, 25, Torino;45.05528, 7.6860564;35;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
277;Dipartimento di Scienze della Vita e Biologia dei Sistemi - Sede Viale Mattioli;Auletta II;Viale Pier Andrea Mattioli, 25, Torino;45.05528, 7.6860564;30;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
278;Dipartimento di Scienze della Vita e Biologia dei Sistemi - Sede Viale Mattioli;Auletta III;Viale Pier Andrea Mattioli, 25, Torino;45.05528, 7.6860564;56;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
279;Dipartimento di Scienze della Vita e Biologia dei Sistemi - Sede Viale Mattioli;Sala lettura Allioni;Viale Pier Andrea Mattioli, 25, Torino;45.05528, 7.6860564;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
281;Dipartimento DIST;Auletta GIS - Ala Chevalley ingresso C;Viale Pier Andrea Mattioli, 25, Torino;45.05528, 7.6860564;10;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
282;DSTF - Via Giuria 9;Aula B;Via Pietro Giuria, 9, Torino;45.05116495, 7.681147915116832;24;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1
283;DSTF - Via Giuria 9;Aula C;Via Pietro Giuria, 9, Torino;45.05116495, 7.681147915116832;24;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
284;DSTF - Via Giuria 9;Aula F;Via Pietro Giuria, 9, Torino;45.05116495, 7.681147915116832;60;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
285;DSTF - Via Giuria 9;Aula G;Via Pietro Giuria, 9, Torino;45.05116495, 7.681147915116832;24;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
286;DSTF - Via Giuria 9;"Aula Magna ""Guido Tappi""";Via Pietro Giuria, 9, Torino;45.05116495, 7.681147915116832;150;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
287;"Edificio ""Ex La Stampa""";Aula 1 SUISM;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;100;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
288;"Edificio ""Ex La Stampa""";Aula 101 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;250;n.d.;0;1;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1
289;"Edificio ""Ex La Stampa""";Aula 102 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;250;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
290;"Edificio ""Ex La Stampa""";Aula 103 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;250;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
291;"Edificio ""Ex La Stampa""";Aula 104 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;250;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
292;"Edificio ""Ex La Stampa""";Aula 105 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;250;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
293;"Edificio ""Ex La Stampa""";Aula 2 SUISM;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;100;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
294;"Edificio ""Ex La Stampa""";Aula 2.1 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;100;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;"Edificio ""Ex La Stampa""";Aula 2.2. Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;100;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
296;"Edificio ""Ex La Stampa""";Aula 2.3 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;120;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;"Edificio ""Ex La Stampa""";Aula 2.4 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;50;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
298;"Edificio ""Ex La Stampa""";Aula 2.5 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;50;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
299;"Edificio ""Ex La Stampa""";Aula 2.6 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;50;n.d.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;"Edificio ""Ex La Stampa""";Aula 2.7 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;180;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1
301;"Edificio ""Ex La Stampa""";Aula 2.8 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;120;n.d.;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1
302;"Edificio ""Ex La Stampa""";Aula 201 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;298;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
303;"Edificio ""Ex La Stampa""";Aula 202 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;268;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
304;"Edificio ""Ex La Stampa""";Aula 203 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;245;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
305;"Edificio ""Ex La Stampa""";AULA 204 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;243;n.d.;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
306;"Edificio ""Ex La Stampa""";Aula 301 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;177;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
307;"Edificio ""Ex La Stampa""";Aula 302 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;217;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
308;"Edificio ""Ex La Stampa""";Aula 303 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;198;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
309;"Edificio ""Ex La Stampa""";Aula 304 Marenco;Via Gabriele Chiabrera, 27, Torino;45.0451239, 7.679907;100;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
310;Fondazione Guzzo;Aula Guzzo (no prenot);Via Po, 18, Torino;45.0682497, 7.6901070;25;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0
311;Hotel Royal Torino;Sala Odeon Hotel Royal;Corso Regina Margherita, 211, Torino;45.08317, 7.6633972;200;n.d.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
312;Istituto Cabrini;Sala Cabrini;Via Montebello, 28 bis, Torino;45.0708675, 7.6942603;180;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
313;Istituto Galileo Ferraris;Aula A Galfer;Corso Massimo D'Azeglio, 42, Torino;45.0526961, 7.6825949;30;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
314;Istituto Galileo Ferraris;Aula B - Disegno;Corso Massimo D'Azeglio, 42, Torino;45.0526961, 7.6825949;35;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
315;Istituto Galileo Ferraris;Aula C Galfer;Corso Massimo D'Azeglio, 42, Torino;45.0526961, 7.6825949;25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
316;Istituto Rosmini;Aula 10;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
317;Istituto Rosmini;Aula 11;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;40;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
318;Istituto Rosmini;Aula 12;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
319;Istituto Rosmini;Aula 14;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
